	Symbol	Entrez
ENSG00000199512	RNU6-212P	NA
ENSG00000199514	RNU6-235P	NA
ENSG00000199515		NA
ENSG00000199516		NA
ENSG00000199520	RNU6-386P	NA
ENSG00000199523	RNA5SP226	NA
ENSG00000199525	RNA5SP295	NA
ENSG00000199528	NA	NA
ENSG00000199529	RNU6-462P	NA
ENSG00000199530		NA
ENSG00000199535	RNA5SP305	NA
ENSG00000199536	RNU6-315P	NA
ENSG00000199537	NA	NA
ENSG00000199540		NA
ENSG00000199545	RNA5SP195	NA
ENSG00000199546		NA
ENSG00000199550		NA
ENSG00000199551	RNU6-545P	NA
ENSG00000199552		NA
ENSG00000199554	NA	NA
ENSG00000199556	RNA5SP361	NA
ENSG00000199562	RNU6-37P	NA
ENSG00000199564	RNA5SP502	NA
ENSG00000199565		NA
ENSG00000199566		NA
ENSG00000199567		NA
ENSG00000199568	RNU5A-1	26831
ENSG00000199570	RNU6-228P	NA
ENSG00000199571		NA
ENSG00000199572	RNA5SP174	NA
ENSG00000199574	SNORD18C	595100
ENSG00000199575	SNORD114-1	767577
ENSG00000199577	RNU6-822P	NA
ENSG00000199578	NA	NA
ENSG00000199580		NA
ENSG00000199583	NA	NA
ENSG00000199584		NA
ENSG00000199585	RNA5SP119	NA
ENSG00000199591		NA
ENSG00000199592	RNA5SP321	NA
ENSG00000199593	SNORD114-14	767592
ENSG00000199594	RNU6-1301P	NA
ENSG00000199595		NA
ENSG00000199598	RNU6-859P	NA
ENSG00000199601	RNU6-562P	NA
ENSG00000199603	RNU6-951P	NA
ENSG00000199605	RNY4P24	NA
ENSG00000199609	RNA5SP124	NA
ENSG00000199620	RNA5SP258	NA
ENSG00000199622	RN7SKP20	NA
ENSG00000199625	NA	NA
ENSG00000199626	RNU6-989P	NA
ENSG00000199627	RNU6-1010P	NA
ENSG00000199629	RNU1-14P	NA
ENSG00000199630		NA
ENSG00000199631	SNORD33	26818
ENSG00000199633		NA
ENSG00000199634	RNU4-79P	NA
ENSG00000199635		NA
ENSG00000199636		NA
ENSG00000199638	RNA5SP319	NA
ENSG00000199639	NA	NA
ENSG00000199640	RN7SKP294	NA
ENSG00000199641	NA	NA
ENSG00000199643	RNU4-90P	NA
ENSG00000199645	RNU6-1330P	NA
ENSG00000199646	RNU6-1272P	NA
ENSG00000199649	NA	NA
ENSG00000199652	RNU1-35P	NA
ENSG00000199654	NA	NA
ENSG00000199663	NA	NA
ENSG00000199664	RNU6-1266P	NA
ENSG00000199666		NA
ENSG00000199667		NA
ENSG00000199668		NA
ENSG00000199672	RNU4-21P	NA
ENSG00000199673	SNORD16	NA
ENSG00000199674	RNU6-862P	NA
ENSG00000199675	NA	NA
ENSG00000199676		NA
ENSG00000199677		NA
ENSG00000199678	NA	NA
ENSG00000199683	RN7SKP185	NA
ENSG00000199687	RNU1-38P	NA
ENSG00000199690	NA	NA
ENSG00000199691	RN7SKP173	NA
ENSG00000199695	RNU6-1128P	NA
ENSG00000199697	RNU6-446P	NA
ENSG00000199698		NA
ENSG00000199700	RNU6-223P	NA
ENSG00000199701		NA
ENSG00000199702	RNU6-170P	NA
ENSG00000199704	SNORD115-29	100033803
ENSG00000199705		NA
ENSG00000199709	RNU4-23P	NA
ENSG00000199710		NA
ENSG00000199711		NA
ENSG00000199712	SNORD115-2	100033437
ENSG00000199713		NA
ENSG00000199715		NA
ENSG00000199716		NA
ENSG00000199719	RN7SKP74	NA
ENSG00000199727		NA
ENSG00000199728	RNU6-655P	NA
ENSG00000199730	RN7SKP95	NA
ENSG00000199731	RNU6-1079P	NA
ENSG00000199732		NA
ENSG00000199733	RNA5SP307	NA
ENSG00000199735	RNU6-227P	NA
ENSG00000199739	RNU6-552P	NA
ENSG00000199740		NA
ENSG00000199744	SNORD36A	26815
ENSG00000199751		NA
ENSG00000199753	SNORD104	NA
ENSG00000199754	NA	NA
ENSG00000199755		NA
ENSG00000199756		NA
ENSG00000199762		NA
ENSG00000199764		NA
ENSG00000199765	RNU6-363P	NA
ENSG00000199767	RNU6-78P	NA
ENSG00000199769	NA	NA
ENSG00000199771	RNA5SP426	NA
ENSG00000199773	RNU1-76P	NA
ENSG00000199780		NA
ENSG00000199781		NA
ENSG00000199782	SNORD115-9	100033446
ENSG00000199783		NA
ENSG00000199784	RNU6-1287P	NA
ENSG00000199785	SNORA52	619565
ENSG00000199786	RNA5SP188	NA
ENSG00000199787		NA
ENSG00000199788	RNY3P2	NA
ENSG00000199789	NA	NA
ENSG00000199790	RNU6-836P	NA
ENSG00000199791	RNU6-451P	NA
ENSG00000199792	RNU6-1233P	NA
ENSG00000199796	RNU6-924P	NA
ENSG00000199797		NA
ENSG00000199798	SNORD114-5	767581
ENSG00000199801		NA
ENSG00000199803	RNU6-1159P	NA
ENSG00000199804	RNA5SP383	NA
ENSG00000199805	RNU1-134P	NA
ENSG00000199806	RNA5SP491	NA
ENSG00000199807	NA	NA
ENSG00000199809	RNA5SP374	NA
ENSG00000199811	NA	NA
ENSG00000199812	RNU6-428P	NA
ENSG00000199814	RNU6-1260P	NA
ENSG00000199815		NA
ENSG00000199824	RNU6-199P	NA
ENSG00000199827	RNU6-1290P	NA
ENSG00000199831	RN7SKP291	NA
ENSG00000199832		NA
ENSG00000199833	SNORD115-21	100033603
ENSG00000199835	NA	NA
ENSG00000199836	RNU1-47P	NA
ENSG00000199837	RNA5SP71	NA
ENSG00000199839	RNA5SP150	NA
ENSG00000199840		NA
ENSG00000199843	RNA5SP358	NA
ENSG00000199845	RNA5SP375	NA
ENSG00000199846	RNU1-72P	NA
ENSG00000199849	RNU5F-6P	NA
ENSG00000199850	NA	NA
ENSG00000199851		NA
ENSG00000199855	RNU6-490P	NA
ENSG00000199856		NA
ENSG00000199857		NA
ENSG00000199858	RNU6-1120P	NA
ENSG00000199859	RNU6-582P	NA
ENSG00000199862		NA
ENSG00000199865	RNU6-495P	NA
ENSG00000199866		NA
ENSG00000199867		NA
ENSG00000199870		NA
ENSG00000199872	RNU6-942P	NA
ENSG00000199873	NA	NA
ENSG00000199874	RNA5SP452	NA
ENSG00000199875		NA
ENSG00000199876	NA	NA
ENSG00000199878	RN7SKP149	NA
ENSG00000199879	RNU1-120P	NA
ENSG00000199880	RNU6-888P	NA
ENSG00000199881		NA
ENSG00000199883	RN7SKP90	NA
ENSG00000199884		NA
ENSG00000199885	RNU6-330P	NA
ENSG00000199886	RNU6-249P	NA
ENSG00000199890		NA
ENSG00000199892	RNU1-17P	NA
ENSG00000199893	NA	NA
ENSG00000199894		NA
ENSG00000199895		NA
ENSG00000199896	NA	NA
ENSG00000199899		NA
ENSG00000199900	RNA5SP463	NA
ENSG00000199901		NA
ENSG00000199903	RNU6-1273P	NA
ENSG00000199905	RNU6-492P	NA
ENSG00000199906	RNU5B-2P	NA
ENSG00000199910	RNA5S10	100169761
ENSG00000199911		NA
ENSG00000199912		NA
ENSG00000199913		NA
ENSG00000199914	SNORD114-16	767594
ENSG00000199916	NA	NA
ENSG00000199920	RNU4-44P	NA
ENSG00000199921	RNU6-161P	NA
ENSG00000199924	RNU6-1252P	NA
ENSG00000199927		NA
ENSG00000199929	RNA5SP405	NA
ENSG00000199932	RNU1-18P	NA
ENSG00000199933	RNY1P16	NA
ENSG00000199934		NA
ENSG00000199936		NA
ENSG00000199938		NA
ENSG00000199940	RN7SKP75	NA
ENSG00000199942	SNORD114-19	767597
ENSG00000199944	RNU6-653P	NA
ENSG00000199949		NA
ENSG00000199953	RNA5SP443	NA
ENSG00000199959		NA
ENSG00000199960	SNORD115-14	100033451
ENSG00000199961	SNORD1B	677849
ENSG00000199962		NA
ENSG00000199963	RNU6-605P	NA
ENSG00000199964		NA
ENSG00000199968	SNORD115-19	100033458
ENSG00000199970	SNORD115-3	100033440
ENSG00000199971	RNU6-797P	NA
ENSG00000199975	RN7SKP243	NA
ENSG00000199977		NA
ENSG00000199979		NA
ENSG00000199980	NA	NA
ENSG00000199985	RNA5SP264	NA
ENSG00000199986	RNU6-486P	NA
ENSG00000199990	VTRNA1-1	56664
ENSG00000199994	RNA5SP145	NA
ENSG00000200000	NA	NA
ENSG00000200002	NA	NA
ENSG00000200003	RNU6-986P	NA
ENSG00000200008		NA
ENSG00000200011		NA
ENSG00000200013	RNU6-623P	NA
ENSG00000200016	NA	NA
ENSG00000200021	RNA5SP448	NA
ENSG00000200024		NA
ENSG00000200026		NA
ENSG00000200028	RNA5SP98	NA
ENSG00000200029	RNU6-642P	NA
ENSG00000200033	RNU6-403P	NA
ENSG00000200034	RNU4-73P	NA
ENSG00000200036	RNA5SP65	NA
ENSG00000200037	RNA5SP32	NA
ENSG00000200040		NA
ENSG00000200041		NA
ENSG00000200042	NA	NA
ENSG00000200047	RN7SKP115	NA
ENSG00000200048	RNU6-812P	NA
ENSG00000200049		NA
ENSG00000200051		NA
ENSG00000200052		NA
ENSG00000200056	NA	NA
ENSG00000200057	RN7SKP63	NA
ENSG00000200058	RNA5SP218	NA
ENSG00000200059		NA
ENSG00000200060		NA
ENSG00000200062	RNU4-58P	NA
ENSG00000200063		NA
ENSG00000200064	RNY4P9	NA
ENSG00000200065		NA
ENSG00000200066	NA	NA
ENSG00000200067	NA	NA
ENSG00000200070	RNU4-80P	NA
ENSG00000200072		NA
ENSG00000200075		NA
ENSG00000200079	RNA5SP326	NA
ENSG00000200084	SNORD68	NA
ENSG00000200085		NA
ENSG00000200086	RNU6-433P	NA
ENSG00000200087	SNORA73B	NA
ENSG00000200088	NA	NA
ENSG00000200089	SNORD114-31	767612
ENSG00000200090		NA
ENSG00000200091	RN7SKP163	NA
ENSG00000200095	RNU6-181P	NA
ENSG00000200097	RNU6-1167P	NA
ENSG00000200101	RNU6-508P	NA
ENSG00000200102	RNU6-252P	NA
ENSG00000200105	RNU6-251P	NA
ENSG00000200106	RNU6-984P	NA
ENSG00000200107	RNU6-1249P	NA
ENSG00000200108	RNU6-774P	NA
ENSG00000200112		NA
ENSG00000200113		NA
ENSG00000200114	RNA5SP123	NA
ENSG00000200115	NA	NA
ENSG00000200118		NA
ENSG00000200120		NA
ENSG00000200121		NA
ENSG00000200127	NA	NA
ENSG00000200130		NA
ENSG00000200131	RN7SKP77	NA
ENSG00000200132	RNU6-1021P	NA
ENSG00000200135		NA
ENSG00000200136	NA	NA
ENSG00000200138	RNY1P10	NA
ENSG00000200139	RNU6-778P	NA
ENSG00000200141	NA	NA
ENSG00000200142		NA
ENSG00000200146	RNU6-544P	NA
ENSG00000200150		NA
ENSG00000200151	RN7SKP231	NA
ENSG00000200152	RNU6-216P	NA
ENSG00000200153	RNU6-23P	NA
ENSG00000200154	NA	NA
ENSG00000200156	RNU5B-1	26832
ENSG00000200159	NA	NA
ENSG00000200161	RN7SKP145	NA
ENSG00000200162		NA
ENSG00000200163	SNORD115-18	100033456
ENSG00000200164		NA
ENSG00000200168	RNA5SP350	NA
ENSG00000200169	RNU5D-1	NA
ENSG00000200170		NA
ENSG00000200171		NA
ENSG00000200174		NA
ENSG00000200175	RNU6-1309P	NA
ENSG00000200176	RNU1-19P	NA
ENSG00000200179		NA
ENSG00000200181	NA	NA
ENSG00000200182	NA	NA
ENSG00000200183	RNU6-238P	NA
ENSG00000200184	RNU1-20P	NA
ENSG00000200185	NA	NA
ENSG00000200189	RNU6-832P	NA
ENSG00000200191		NA
ENSG00000200197	RNU1-21P	NA
ENSG00000200198	RN7SKP211	NA
ENSG00000200201		NA
ENSG00000200204	RNU1-22P	NA
ENSG00000200206		NA
ENSG00000200208		NA
ENSG00000200209		NA
ENSG00000200211	RNY4P27	NA
ENSG00000200213	RNU6-992P	NA
ENSG00000200215	SNORD113-6	767566
ENSG00000200216	RNU6-745P	NA
ENSG00000200217	RNU6-839P	NA
ENSG00000200218	RNU6-697P	NA
ENSG00000200220	RNU6-179P	NA
ENSG00000200222		NA
ENSG00000200224	RNU6-626P	NA
ENSG00000200225	RNA5SP382	NA
ENSG00000200227	RNA5SP197	NA
ENSG00000200228	NA	NA
ENSG00000200229	NA	NA
ENSG00000200231	RNU1-23P	NA
ENSG00000200235		NA
ENSG00000200236	NA	NA
ENSG00000200237		NA
ENSG00000200238	RNA5SP133	NA
ENSG00000200241		NA
ENSG00000200242	NA	NA
ENSG00000200243	RN7SKP79	NA
ENSG00000200246	RNA5SP263	NA
ENSG00000200247	RNU6-254P	NA
ENSG00000200248	RNA5SP214	NA
ENSG00000200250	RNU6-1147P	NA
ENSG00000200252		NA
ENSG00000200253	RNU6-529P	NA
ENSG00000200254	RNU6-536P	NA
ENSG00000200256		NA
ENSG00000200257	RNU6-97P	NA
ENSG00000200259	SNORD35A	26816
ENSG00000200261		NA
ENSG00000200262		NA
ENSG00000200264	NA	NA
ENSG00000200267	RNU6-66P	NA
ENSG00000200269	RNU6-838P	NA
ENSG00000200270	NA	NA
ENSG00000200274	RNU4-32P	NA
ENSG00000200275	RNA5SP199	NA
ENSG00000200278	RNA5SP352	NA
ENSG00000200279	SNORD114-10	767588
ENSG00000200280	NA	NA
ENSG00000200281	RNU6-624P	NA
ENSG00000200283		NA
ENSG00000200285	NA	NA
ENSG00000200287		NA
ENSG00000200288		NA
ENSG00000200291		NA
ENSG00000200293	RNA5SP393	NA
ENSG00000200294		NA
ENSG00000200295	RNU6-527P	NA
ENSG00000200296	RNU1-83P	NA
ENSG00000200298		NA
ENSG00000200301	RNA5SP483	NA
ENSG00000200303	RNU6-940P	NA
ENSG00000200304	RNU6-1255P	NA
ENSG00000200305		NA
ENSG00000200309		NA
ENSG00000200310	RNA5SP215	NA
ENSG00000200312	RN7SKP255	NA
ENSG00000200313	RNA5-8SP7	NA
ENSG00000200314		NA
ENSG00000200318		NA
ENSG00000200319	NA	NA
ENSG00000200320	SNORA63	NA
ENSG00000200325		NA
ENSG00000200326	RNA5SP391	NA
ENSG00000200327	RNA5SP62	NA
ENSG00000200331	RNU6-183P	NA
ENSG00000200332		NA
ENSG00000200334		NA
ENSG00000200336	RNA5SP333	NA
ENSG00000200338	RNU1-49P	NA
ENSG00000200340	RNU1-105P	NA
ENSG00000200343	RNA5S8	100169759
ENSG00000200344		NA
ENSG00000200345	RNU6-485P	NA
ENSG00000200347	NA	NA
ENSG00000200350	RNU6-1285P	NA
ENSG00000200351		NA
ENSG00000200354	SNORA71D	677840
ENSG00000200355		NA
ENSG00000200356	RNU6-833P	NA
ENSG00000200360	RNU6-792P	NA
ENSG00000200361		NA
ENSG00000200365	NA	NA
ENSG00000200366	RNU6-511P	NA
ENSG00000200367	SNORD113-8	767568
ENSG00000200369	RNU6-666P	NA
ENSG00000200370	RNA5S17	100169768
ENSG00000200372	RNU5E-8P	NA
ENSG00000200376	RNU5E-10P	NA
ENSG00000200377		NA
ENSG00000200378	RNU5B-4P	NA
ENSG00000200379	RN7SKP45	NA
ENSG00000200381	RNA5S4	100169755
ENSG00000200385		NA
ENSG00000200388	RNU6-618P	NA
ENSG00000200389	RNU6-509P	NA
ENSG00000200390		NA
ENSG00000200391		NA
ENSG00000200393	RNU6-698P	NA
ENSG00000200394	SNORA38B	100124536
ENSG00000200397		NA
ENSG00000200398	SNORD115-24	NA
ENSG00000200403	RNU6-1099P	NA
ENSG00000200406	SNORD114-23	767603
ENSG00000200407	RNU6-1169P	NA
ENSG00000200408	RNA5SP74	NA
ENSG00000200411	RNA5SP346	NA
ENSG00000200413	SNORD114-26	767606
ENSG00000200414	NA	NA
ENSG00000200418		NA
ENSG00000200419		NA
ENSG00000200421		NA
ENSG00000200422		NA
ENSG00000200424	RNU6-1155P	NA
ENSG00000200427		NA
ENSG00000200428		NA
ENSG00000200430	NA	NA
ENSG00000200431	RNU4-81P	NA
ENSG00000200432		NA
ENSG00000200434	RNA5-8SP2	NA
ENSG00000200436		NA
ENSG00000200437	RNU6-799P	NA
ENSG00000200442	NA	NA
ENSG00000200443	RNU6-1066P	NA
ENSG00000200444	RNU6-1339P	NA
ENSG00000200446	RNU6-1085P	NA
ENSG00000200448		NA
ENSG00000200455	RNU6-1112P	NA
ENSG00000200456	RNU6-1097P	NA
ENSG00000200462	RNU6-727P	NA
ENSG00000200463	SNORD118	727676
ENSG00000200465	NA	NA
ENSG00000200468	RNA5SP403	NA
ENSG00000200469	RNU6-112P	NA
ENSG00000200471	RNU6-1125P	NA
ENSG00000200472	RN7SKP44	NA
ENSG00000200473	RNA5SP507	NA
ENSG00000200475	RN7SKP162	NA
ENSG00000200478	SNORD115-41	100033815
ENSG00000200480	SNORD114-28	767609
ENSG00000200483	RNU6-1017P	NA
ENSG00000200484	RNU6-1244P	NA
ENSG00000200485		NA
ENSG00000200486	SNORD115-11	100033448
ENSG00000200487	RNA5SP322	NA
ENSG00000200488	RN7SKP203	NA
ENSG00000200492		NA
ENSG00000200493	NA	NA
ENSG00000200494		NA
ENSG00000200495	RNU6-1205P	NA
ENSG00000200496		NA
ENSG00000200502		NA
ENSG00000200503	SNORD115-5	100033442
ENSG00000200506		NA
ENSG00000200508		NA
ENSG00000200510	NA	NA
ENSG00000200516	RNA5SP378	NA
ENSG00000200520	RNU6-1214P	NA
ENSG00000200521		NA
ENSG00000200522	RNU6-957P	NA
ENSG00000200525	RNU6-1209P	NA
ENSG00000200526	RNY4P14	NA
ENSG00000200527	RNA5SP457	NA
ENSG00000200528	RNU6-1331P	NA
ENSG00000200530	SNORD35B	NA
ENSG00000200534	SNORA33	594839
ENSG00000200536		NA
ENSG00000200537	RNY4P6	NA
ENSG00000200538		NA
ENSG00000200543	NA	NA
ENSG00000200544		NA
ENSG00000200545		NA
ENSG00000200547		NA
ENSG00000200550	RNU6-137P	NA
ENSG00000200552		NA
ENSG00000200553		NA
ENSG00000200554	RNU6-1020P	NA
ENSG00000200555	RNU6-525P	NA
ENSG00000200556	RNU6-103P	NA
ENSG00000200558	RNA5SP429	NA
ENSG00000200560	RNU6-288P	NA
ENSG00000200563	RNU6-640P	NA
ENSG00000200564	SNORD115-39	100033813
ENSG00000200566	RNU5F-7P	NA
ENSG00000200570	RNU6-829P	NA
ENSG00000200571	RNU6-1284P	NA
ENSG00000200572		NA
ENSG00000200575	RNU6-414P	NA
ENSG00000200579		NA
ENSG00000200587	RNA5SP514	NA
ENSG00000200591		NA
ENSG00000200593	SNORD115-33	100033807
ENSG00000200594	RNU6-824P	NA
ENSG00000200597	RNU1-87P	NA
ENSG00000200600		NA
ENSG00000200601	RNA5SP50	NA
ENSG00000200605		NA
ENSG00000200606	NA	NA
ENSG00000200608	SNORD114-11	767589
ENSG00000200610		NA
ENSG00000200612	SNORD114-25	767605
ENSG00000200613	RNA5SP349	NA
ENSG00000200615		NA
ENSG00000200616		NA
ENSG00000200619	RNA5SP447	NA
ENSG00000200620		NA
ENSG00000200622	RNU6-1059P	NA
ENSG00000200623	SNORD18A	595098
ENSG00000200624	RNA5S6	100169757
ENSG00000200626	RNA5SP325	NA
ENSG00000200629	RNY1P11	NA
ENSG00000200630		NA
ENSG00000200632	SNORD113-7	767567
ENSG00000200635		NA
ENSG00000200636	SNORD114-27	767608
ENSG00000200637	RNU5F-3P	NA
ENSG00000200638	SNORD115-37	100033811
ENSG00000200645	RNU6-1210P	NA
ENSG00000200646		NA
ENSG00000200648	RNU6-226P	NA
ENSG00000200649	RNA5SP343	NA
ENSG00000200650	RNA5SP114	NA
ENSG00000200651		NA
ENSG00000200652		NA
ENSG00000200653	RNU4-92P	NA
ENSG00000200654	NA	NA
ENSG00000200656	SNORA5B	677795
ENSG00000200658	NA	NA
ENSG00000200661	SNORD116-10	100033422
ENSG00000200662	NA	NA
ENSG00000200664		NA
ENSG00000200665	RNU6-1188P	NA
ENSG00000200670	RNU6-912P	NA
ENSG00000200673	RN7SKP174	NA
ENSG00000200674	RN7SKP160	NA
ENSG00000200677		NA
ENSG00000200680	SNORD115-4	100033441
ENSG00000200681	RNU6-263P	NA
ENSG00000200683	RNU6-379P	NA
ENSG00000200684	NA	NA
ENSG00000200685		NA
ENSG00000200686	RNY3P3	NA
ENSG00000200687	RNA5SP335	NA
ENSG00000200688		NA
ENSG00000200693		NA
ENSG00000200701	RNU6-674P	NA
ENSG00000200702		NA
ENSG00000200703	RNU6-873P	NA
ENSG00000200706		NA
ENSG00000200708	RN7SKP93	NA
ENSG00000200709	RNA5SP27	NA
ENSG00000200710	NA	NA
ENSG00000200711	RNA5SP28	NA
ENSG00000200713	RNU6-682P	NA
ENSG00000200714		NA
ENSG00000200718	RN7SKP103	NA
ENSG00000200719	RNA5SP260	NA
ENSG00000200720	RNU6-931P	NA
ENSG00000200726	SNORD115-8	100033445
ENSG00000200728	RNU6-271P	NA
ENSG00000200729	NA	NA
ENSG00000200731	RNU1-124P	NA
ENSG00000200732	RNU6-194P	NA
ENSG00000200733		NA
ENSG00000200735	NA	NA
ENSG00000200737		NA
ENSG00000200738	RNA5SP472	NA
ENSG00000200741	RNA5SP161	NA
ENSG00000200742		NA
ENSG00000200745	RNU1-31P	NA
ENSG00000200750		NA
ENSG00000200752		NA
ENSG00000200753		NA
ENSG00000200754		NA
ENSG00000200755	RNA5SP68	NA
ENSG00000200756	RNU6-236P	NA
ENSG00000200757	SNORD115-16	100033454
ENSG00000200759	RNU6-884P	NA
ENSG00000200761	RN7SKP113	NA
ENSG00000200762	NA	NA
ENSG00000200763	RNU6-961P	NA
ENSG00000200764		NA
ENSG00000200769		NA
ENSG00000200774	RNU6-478P	NA
ENSG00000200779	RNU6-105P	NA
ENSG00000200783	RN7SKP180	NA
ENSG00000200785	SNORD8	319103
ENSG00000200786	RNA5SP234	NA
ENSG00000200788		NA
ENSG00000200789	RNU1-65P	NA
ENSG00000200790	RNU6-631P	NA
ENSG00000200792	SNORA80A	677846
ENSG00000200794	RN7SKP250	NA
ENSG00000200795	RNU4-1	26835
ENSG00000200796	RNU6-753P	NA
ENSG00000200799	RNU6-770P	NA
ENSG00000200800	RNU1-130P	NA
ENSG00000200801	SNORD115-28	100036565
ENSG00000200805	NA	NA
ENSG00000200806	RNA5SP275	NA
ENSG00000200807	RNU1-32P	NA
ENSG00000200810	NA	NA
ENSG00000200812	SNORD115-6	100033443
ENSG00000200814	RNU6-595P	NA
ENSG00000200815	RNU6-1091P	NA
ENSG00000200816	SNORA38	677820
ENSG00000200817	RNU6-899P	NA
ENSG00000200818	RNU6-1204P	NA
ENSG00000200820	NA	NA
ENSG00000200822		NA
ENSG00000200823	SNORD114-2	767578
ENSG00000200827	RNU6-324P	NA
ENSG00000200829		NA
ENSG00000200830	RN7SKP134	NA
ENSG00000200831	SNORD36B	NA
ENSG00000200832	SNORD114-4	NA
ENSG00000200833		NA
ENSG00000200834		NA
ENSG00000200837	NA	NA
ENSG00000200838	NA	NA
ENSG00000200839	RNA5SP48	NA
ENSG00000200840	RNU6-82P	NA
ENSG00000200842		NA
ENSG00000200843	NA	NA
ENSG00000200847		NA
ENSG00000200849		NA
ENSG00000200851	NA	NA
ENSG00000200852	RNA5SP499	NA
ENSG00000200853	NA	NA
ENSG00000200854	NA	NA
ENSG00000200855		NA
ENSG00000200857		NA
ENSG00000200860		NA
ENSG00000200867	RN7SKP36	NA
ENSG00000200869	RNU6-457P	NA
ENSG00000200871	RNU6-810P	NA
ENSG00000200872	RNA5SP456	NA
ENSG00000200873	RNA5SP399	NA
ENSG00000200874		NA
ENSG00000200875	RNU6-340P	NA
ENSG00000200877	RNU6-560P	NA
ENSG00000200879	SNORD14E	85391
ENSG00000200880	NA	NA
ENSG00000200882	RNU6-681P	NA
ENSG00000200883		NA
ENSG00000200884		NA
ENSG00000200885	RNU1-146P	NA
ENSG00000200887	RNU6-598P	NA
ENSG00000200888		NA
ENSG00000200889	RNU4-13P	NA
ENSG00000200890	RNA5SP99	NA
ENSG00000200891		NA
ENSG00000200893	RNU6-944P	NA
ENSG00000200895	RN7SKP245	NA
ENSG00000200897		NA
ENSG00000200898	RNU6-1243P	NA
ENSG00000200902	RNU6-627P	NA
ENSG00000200903	RNU1-42P	NA
ENSG00000200906	RNU6-854P	NA
ENSG00000200911	NA	NA
ENSG00000200913	SNORD46	94161
ENSG00000200914	RNA5SP435	NA
ENSG00000200917	RNU6-553P	NA
ENSG00000200922		NA
ENSG00000200924	RNU6-1048P	NA
ENSG00000200926	RNU6-960P	NA
ENSG00000200935	RNU6-1090P	NA
ENSG00000200941	RNU6-694P	NA
ENSG00000200942	RNU6-501P	NA
ENSG00000200949	SNORD115-32	100033806
ENSG00000200953		NA
ENSG00000200954	NA	NA
ENSG00000200957	RNU6-801P	NA
ENSG00000200959	SNORA74A	26821
ENSG00000200963	RNU6-289P	NA
ENSG00000200966	RN7SKP87	NA
ENSG00000200969		NA
ENSG00000200972	RNU5A-8P	NA
ENSG00000200974	RNU4-87P	NA
ENSG00000200975	RNU1-7P	NA
ENSG00000200976		NA
ENSG00000200980	NA	NA
ENSG00000200982		NA
ENSG00000200983	SNORA3A	619562
ENSG00000200985	RNA5SP493	NA
ENSG00000200986	RNU6-819P	NA
ENSG00000200987	SNORD115-30	100033804
ENSG00000200991		NA
ENSG00000200997	RNU1-85P	NA
ENSG00000200998		NA
ENSG00000200999		NA
ENSG00000201000	RNA5SP516	NA
ENSG00000201001	RNU6-270P	NA
ENSG00000201003		NA
ENSG00000201006		NA
ENSG00000201009		NA
ENSG00000201010	RN7SKP224	NA
ENSG00000201012		NA
ENSG00000201013		NA
ENSG00000201014	RNA5SP232	NA
ENSG00000201015	RNU6-280P	NA
ENSG00000201016	RNU6-374P	NA
ENSG00000201021	RNU6-743P	NA
ENSG00000201023	RNY3P11	NA
ENSG00000201025		NA
ENSG00000201026		NA
ENSG00000201027	RN7SKP107	NA
ENSG00000201028	RNU6-151P	NA
ENSG00000201031		NA
ENSG00000201032	RNU6-704P	NA
ENSG00000201033	RNU1-96P	NA
ENSG00000201034		NA
ENSG00000201035	RNA5SP469	NA
ENSG00000201036		NA
ENSG00000201039	NA	NA
ENSG00000201041	RNA5SP242	NA
ENSG00000201042		NA
ENSG00000201044	RNU6-268P	NA
ENSG00000201046	NA	NA
ENSG00000201047		NA
ENSG00000201048		NA
ENSG00000201050	RNU6-668P	NA
ENSG00000201059	RNA5SP336	NA
ENSG00000201061	NA	NA
ENSG00000201065	RNU6-461P	NA
ENSG00000201066	RN7SKP280	NA
ENSG00000201067	NA	NA
ENSG00000201070	RNU4-84P	NA
ENSG00000201071		NA
ENSG00000201074		NA
ENSG00000201075		NA
ENSG00000201076	RNU4-51P	NA
ENSG00000201077	RNU6-188P	NA
ENSG00000201078	RN7SKP214	NA
ENSG00000201080	NA	NA
ENSG00000201084		NA
ENSG00000201085	RNU6-173P	NA
ENSG00000201086	RNA5SP394	NA
ENSG00000201088		NA
ENSG00000201095	RNU6-266P	NA
ENSG00000201096	RNA5SP387	NA
ENSG00000201097	RNU6-366P	NA
ENSG00000201098	RNY1	6084
ENSG00000201102		NA
ENSG00000201103	NA	NA
ENSG00000201104	RNU6-11P	NA
ENSG00000201105	NA	NA
ENSG00000201109	RNA5SP245	NA
ENSG00000201113	RNU6-647P	NA
ENSG00000201114		NA
ENSG00000201118		NA
ENSG00000201119	RNU1-33P	NA
ENSG00000201121	RNY1P12	NA
ENSG00000201126	RNU6-773P	NA
ENSG00000201129		NA
ENSG00000201133		NA
ENSG00000201134		NA
ENSG00000201135	RNU6-777P	NA
ENSG00000201136	RNU6-353P	NA
ENSG00000201138	NA	NA
ENSG00000201140	RN7SKP128	NA
ENSG00000201142	RNVU1-8	NA
ENSG00000201143	SNORD115-42	100033816
ENSG00000201145	RNA5SP175	NA
ENSG00000201148	RNA5SP42	NA
ENSG00000201149	NA	NA
ENSG00000201150	NA	NA
ENSG00000201151		NA
ENSG00000201153	RNU6-371P	NA
ENSG00000201155	RNU1-24P	NA
ENSG00000201157		NA
ENSG00000201160		NA
